review_text
Super lense with OSSREAD MORE
A great addition to my collection. Lens is pretty sharp and 350 is a good range too. Using with my A6100 and gives me pretty good results.READ MORE
"No case was delivered, even though it is mentioned in the detail description.Very good product. Only complaint is the with mounting of hood in the storage mood, one cannot change the zoom as the zoom ring is covered by the hood.READ MORE"
SOFT CASE IS MISSING IN THE PACK. HOWEVER THE PRODUCT IS GOOD.READ MORE
Absolutely AMAZING lens !!! Thanks flipkart for the prompt service!!READ MORE
Good lens for bird photographyREAD MORE
Best telephoto lens for the mirrorless alpha apsc seriesPortable compared to other bulky lensesREAD MORE
"Amazing telephoto lens for APSC camera from Sony, the image quality is awesome and fast autofocus.READ MORE"
"Good deal, happy with the purchase.READ MORE"
Awesome lens!READ MORE
Really really sharp lens. I am impressed 😌READ MORE
